;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
6392;765.0;593.5;0.0;-1055.0;209.0;211.0;-12.0;59.0;0.0;-151.5
6393;781.0;399.5;543.0;-962.0;412.0;578.0;439.5;0.0;0.0;-284.5
6394;824.5;534.5;490.5;-895.0;421.0;711.0;510.0;0.0;0.0;-564.0
6395;787.0;468.0;389.0;-806.0;312.0;674.0;288.5;0.0;0.0;-597.0
6396;760.0;128.5;530.5;-906.0;245.5;922.0;161.5;0.0;0.0;-537.5
6397;701.0;101.5;368.0;-1282.0;91.5;836.0;262.0;0.0;0.0;-542.0
6398;495.5;302.0;302.5;-1277.5;148.5;405.0;267.0;0.0;0.0;-545.0
6399;354.0;295.5;204.5;-1279.0;226.5;374.0;378.0;0.5;0.0;-538.0
6400;289.0;406.0;29.0;-1276.0;439.5;339.5;532.0;389.5;0.0;-639.0
6401;156.5;400.0;151.5;-1187.5;413.0;550.5;1131.5;341.5;0.0;-464.0
6402;297.0;400.0;416.0;-37.0;404.5;796.0;659.0;347.0;0.0;250.5
6403;794.0;960.0;488.0;495.5;439.5;947.5;802.5;615.5;0.0;882.5
6404;1065.5;1014.5;457.0;1104.0;920.0;1052.5;635.5;581.5;0.0;699.0
6405;255.0;296.5;620.5;290.0;371.5;320.5;217.5;320.5;0.0;382.5
6406;282.0;316.5;296.0;649.0;208.5;164.5;277.0;74.5;0.0;121.5
6407;9.5;345.0;302.0;201.0;298.0;392.0;142.0;0.0;0.0;67.0
6408;-416.0;-124.0;328.5;-228.0;-217.0;22.5;-215.0;-145.0;55.5;-436.5
6409;-647.0;-871.5;270.5;-835.5;-1079.0;-643.0;-745.5;-782.5;-768.0;-548.0
6410;-782.0;-1129.5;131.0;-1065.5;-1281.5;-769.0;-1182.5;-676.5;-1117.0;-547.0
6411;-897.5;-1127.5;-607.0;-1119.5;-1281.5;-801.0;-1282.5;-703.0;-1288.0;-546.5
6412;-899.0;-1126.0;-966.0;-1120.5;-1279.5;-800.0;-1280.5;-704.0;-1287.0;-542.0
6413;-828.5;-1128.0;-965.5;-766.0;-1124.5;-800.5;-1279.5;-710.0;-1171.0;-325.5
6414;-211.5;-926.5;-894.5;232.0;-72.5;-140.5;-783.5;-715.0;-1283.0;374.0
6415;817.0;442.0;-808.0;586.0;458.5;0.0;0.0;-701.0;-1229.5;570.5
6416;635.5;856.5;-485.0;526.5;815.5;606.5;0.0;-148.0;-1030.0;440.0
6417;610.5;807.5;-325.0;558.5;740.5;887.5;766.5;-57.0;-710.0;355.5
6418;603.5;738.5;-325.0;610.5;442.5;769.0;743.0;-510.0;-1083.0;144.0
6419;622.0;522.5;-89.5;699.5;152.5;534.5;691.5;-542.5;-1181.0;-257.5
6420;591.5;356.5;98.5;783.5;133.0;86.5;516.5;-388.0;-1091.0;-529.5
6421;122.0;576.0;-244.5;580.0;226.0;0.0;445.5;-523.5;-1082.5;-544.0
6422;89.5;382.5;-903.0;570.5;275.5;0.0;935.0;-717.5;-1149.5;-553.0
6423;115.5;132.0;-965.5;426.0;292.0;0.0;760.5;-807.0;-996.5;-382.0
6424;114.5;207.5;-813.5;539.0;279.5;371.0;522.0;-700.5;-1181.5;-206.5
6425;171.0;232.0;110.5;505.0;408.0;848.5;360.0;-47.0;-834.5;-100.5
6426;376.0;162.5;290.0;492.5;606.0;1117.0;748.5;415.0;7.5;449.0
6427;672.0;329.5;494.5;921.5;1017.5;1055.5;1326.5;749.5;527.5;464.5
6428;988.5;900.5;491.0;742.0;1098.5;954.5;943.0;878.5;732.5;458.5
6429;773.5;436.5;-369.0;101.0;456.0;381.5;70.0;528.0;502.0;321.0
6430;680.5;654.0;-272.5;644.5;458.0;377.5;0.0;238.0;0.0;264.0
6431;887.5;1299.5;0.0;358.0;448.5;665.0;-309.0;243.5;0.0;368.0
6432;153.5;392.5;-553.5;0.0;-5.0;95.0;-547.5;197.0;-305.0;306.5
6433;-485.5;-400.5;-1073.5;-630.5;-669.0;-734.5;-1118.5;-214.0;-995.0;258.0
6434;-549.0;-1033.5;-1126.5;-1159.5;-1031.0;-802.0;-1122.0;-747.0;-1283.5;-273.5
6435;-709.5;-1130.0;-1127.0;-1282.0;-1285.0;-802.0;-1259.5;-720.5;-1222.5;-600.5
6436;-805.0;-1130.0;-1124.5;-1282.0;-1284.5;-802.0;-1282.5;-721.5;-1283.0;-641.0
6437;-805.5;-1127.5;-1125.0;-1279.0;-900.5;-802.0;-1160.5;-744.5;-1206.5;-329.0
6438;-274.5;-1127.5;-1126.0;-113.5;20.0;-586.5;-374.0;-758.5;118.0;311.5
6439;579.5;-1128.0;-1126.0;913.0;255.0;216.0;161.5;-727.0;394.0;436.0
6440;635.0;-428.0;-1125.0;775.0;448.0;369.5;542.5;-754.0;943.0;344.0
6441;823.0;0.0;-1123.0;982.5;429.0;426.5;1009.5;-727.0;362.5;274.5
6442;471.5;179.5;-1123.0;1027.0;774.5;419.0;480.5;-716.5;102.0;-72.0
6443;655.0;112.5;-904.5;693.0;674.0;394.0;356.5;-709.0;-234.0;-162.0
6444;904.5;45.5;-114.0;320.5;496.5;479.0;328.0;-710.5;-402.0;-251.5
6445;845.5;-504.0;-268.5;460.0;565.5;196.0;440.0;-712.0;-520.0;-502.5
6446;553.5;-1094.0;-699.5;587.0;349.0;117.5;264.5;-705.0;-666.5;-639.0
6447;92.5;-1129.0;-806.5;564.0;267.0;34.0;243.0;-704.0;-1039.5;-505.5
6448;0.0;-1127.5;-1060.5;514.0;78.5;-319.5;233.5;-583.0;-1280.5;-535.5
6449;94.5;-730.0;-1050.5;338.0;0.0;-53.0;484.0;170.0;-255.0;-204.5
6450;582.5;39.0;-453.0;508.5;196.0;311.0;600.0;223.0;149.5;267.5
6451;532.0;300.5;388.0;909.0;439.5;546.0;703.0;538.0;305.0;631.5
6452;864.5;696.0;653.0;796.0;684.5;690.0;798.0;385.5;304.5;632.5
6453;160.5;88.5;98.0;305.0;361.5;78.0;800.5;238.0;206.5;373.5
6454;213.0;0.0;495.5;275.5;635.0;586.5;280.5;265.5;246.0;222.5
6455;434.5;0.0;471.5;220.5;457.0;270.5;226.5;202.0;0.0;260.5
6456;118.5;-279.0;149.5;-269.5;246.0;-502.0;-520.0;-296.0;-703.5;237.5
6457;-638.5;-485.5;-324.0;-812.5;-639.5;-802.5;-1053.5;-807.0;-1279.0;270.5
6458;-880.0;-836.5;-673.5;-1031.0;-966.0;-803.5;-1223.0;-807.0;-1278.0;-142.5
6459;-897.0;-1126.0;-1068.0;-1250.0;-965.0;-802.0;-1284.0;-807.0;-1209.0;-239.0
6460;-897.0;-1126.0;-1120.0;-1282.5;-965.5;-802.0;-1282.0;-807.0;-1276.0;-40.0
6461;-896.5;-1125.5;-1120.0;-1280.0;-967.0;-802.0;-1283.0;-806.5;-1275.0;0.0
6462;-827.0;-1125.5;-149.0;-231.5;-32.5;-197.0;-1283.0;-805.0;-751.0;0.0
6463;-667.0;-1125.0;423.0;330.0;535.5;475.5;-1282.5;-357.5;351.0;73.5
6464;-364.5;-1125.0;391.0;626.0;562.5;324.0;-297.0;489.0;446.5;485.5
6465;-5.5;-941.5;508.5;531.0;396.0;373.5;179.0;697.5;406.0;296.0
6466;0.0;-928.0;599.0;387.0;545.5;375.5;261.5;726.5;282.0;-199.5
6467;0.0;-1125.0;468.5;354.0;501.5;258.0;186.0;569.5;0.0;-481.5
6468;255.5;-676.5;224.0;320.0;443.5;282.0;864.0;75.5;0.0;-445.0
6469;-189.0;-1057.5;246.0;232.0;326.0;113.5;129.0;-577.5;0.0;-390.0
6470;-851.0;-1124.5;1057.5;316.5;281.0;-86.0;-738.0;-807.0;0.0;-358.5
6471;-965.0;-676.5;766.0;349.0;324.0;-579.5;-964.5;-807.0;0.0;-331.5
6472;-930.0;-990.0;305.5;335.5;368.0;-801.0;-964.0;-807.0;8.5;-337.0
6473;-462.0;-1111.0;935.5;344.0;467.5;-172.5;-962.5;-807.0;404.0;-188.0
6474;0.0;-370.0;1176.0;366.0;538.0;433.5;-191.0;-306.0;494.0;476.0
6475;0.0;0.0;1221.5;731.5;755.5;516.0;0.0;618.5;696.0;519.0
6476;477.5;0.0;911.5;1228.0;1375.5;950.5;-100.0;887.5;776.0;225.5
6477;299.0;0.0;157.0;435.0;184.0;294.0;-880.0;444.0;321.0;-273.0
6478;0.0;476.5;193.0;563.5;337.5;391.0;-963.0;306.5;0.0;-642.0
6479;-377.5;322.0;160.0;226.0;792.5;-264.5;-962.5;211.5;0.0;-632.5
6480;-736.0;-183.5;-235.5;-558.5;294.0;-483.0;-961.5;-219.0;-885.5;-571.5
6481;-803.0;-624.5;-577.5;-1207.5;-801.0;-483.0;-1102.0;-408.5;-1059.0;-572.0
6482;-803.0;-495.0;-948.0;-1284.0;-968.0;-479.0;-1121.5;-533.5;-1146.0;-542.5
6483;-803.0;-779.5;-1122.0;-1283.0;-1215.5;-482.5;-1121.5;-754.5;-1154.5;-556.5
6484;-865.5;-963.0;-1121.5;-1282.5;-1178.5;-636.5;-1120.0;-758.5;-1275.5;-546.0
6485;-996.0;-962.0;-1064.5;-1282.5;-1028.5;-644.0;-1119.0;-366.0;-481.0;-470.5
6486;-983.5;-405.5;-92.0;-648.0;-168.5;-644.0;-1117.0;466.5;521.0;176.5
6487;-893.0;191.5;615.5;560.0;471.0;-636.0;-1116.0;697.0;762.0;297.5
6488;-745.5;550.5;820.0;573.0;723.0;-161.5;-859.5;698.5;735.0;216.5
6489;-433.5;93.0;845.0;526.5;671.0;-161.0;-507.5;425.0;1134.0;307.0
6490;-841.0;103.0;895.5;514.0;767.5;-457.5;-801.0;319.5;801.0;250.5
6491;-892.5;121.0;646.0;513.0;655.0;-608.5;-89.0;628.5;240.5;214.0
6492;-820.5;28.0;582.0;523.5;429.5;-483.0;319.0;181.0;300.5;159.5
6493;-797.0;0.0;400.5;467.5;308.5;-636.0;71.0;223.5;287.0;168.5
6494;-977.5;0.0;465.0;434.5;127.0;-644.0;-681.5;189.5;351.0;-72.0
6495;-1044.0;0.0;265.0;427.0;-391.5;-644.0;-802.0;253.0;263.5;-310.5
6496;-892.0;0.0;222.0;433.5;-781.0;-644.0;-954.0;348.0;284.0;-146.5
6497;-142.5;0.0;257.5;409.0;-967.0;-472.0;-486.0;669.0;347.0;-31.5
6498;276.5;116.5;199.5;272.0;-216.5;191.0;540.5;850.0;479.0;456.5
6499;557.0;718.5;538.5;521.5;0.0;466.0;936.5;937.0;932.0;551.5
6500;940.5;661.5;1120.0;765.5;315.5;648.5;824.5;526.5;873.5;476.5
6501;576.0;149.0;788.0;457.5;-357.5;141.0;623.5;81.0;449.0;248.5
6502;187.5;351.5;371.5;278.5;-105.5;0.0;867.5;159.0;218.5;260.0
6503;235.5;566.5;388.5;208.0;267.5;-144.5;791.0;253.5;0.0;253.5
6504;493.5;-14.5;175.0;-620.5;441.0;-627.0;194.0;34.5;-1.0;-273.5
6505;-105.5;-546.0;-484.0;-1287.0;-265.5;-643.5;-464.5;-672.5;-748.5;-570.0
6506;-378.0;-645.0;-661.0;-987.0;-873.0;-643.5;-782.5;-711.5;-984.5;-549.5
6507;-525.5;-814.5;-1028.5;-1172.0;-1286.0;-643.0;-1162.0;-707.5;-1280.5;-506.0
6508;-822.5;-963.5;-1124.0;-1283.5;-1285.5;-643.5;-1274.0;-726.5;-1280.0;-640.0
6509;-464.5;-964.0;-984.0;-1282.5;-1284.5;-643.0;-821.0;-567.0;-1023.5;-541.5
6510;4.5;-47.0;-373.5;-682.5;-832.5;-643.0;411.5;128.0;-61.5;-279.0
6511;418.5;377.5;306.5;147.0;-43.0;-643.5;1042.0;197.5;632.5;413.5
6512;479.0;482.5;517.5;336.0;267.0;-642.5;1119.0;201.5;1359.5;375.5
6513;468.0;688.0;306.5;319.5;466.5;-643.0;1142.0;196.5;1367.5;425.0
6514;237.5;617.5;263.5;319.0;384.5;-643.0;1131.5;179.5;816.0;383.0
6515;246.0;392.5;192.5;228.5;179.0;-181.5;989.5;113.0;317.0;-298.5
6516;395.0;163.0;576.5;187.0;172.0;-2.0;783.5;167.5;227.0;-543.0
6517;360.0;0.0;345.5;337.5;25.5;-572.0;599.0;92.0;275.5;-536.5
6518;188.5;370.0;277.5;407.0;-819.5;-642.5;407.5;-278.0;377.0;-552.0
6519;187.0;201.5;895.0;433.0;-967.0;-389.5;376.0;-458.0;658.0;-526.0
6520;242.0;201.0;507.0;341.0;-841.0;-321.0;435.0;-570.5;334.0;-422.0
6521;174.5;285.5;228.5;507.5;-73.5;-388.0;467.5;-299.5;282.0;104.0
6522;325.0;394.5;128.0;368.5;538.5;-642.0;686.0;237.5;255.0;364.0
6523;578.0;751.0;461.5;233.0;519.0;-641.5;1303.0;647.5;653.0;539.0
6524;546.0;893.0;890.5;195.0;662.0;-642.5;1012.5;663.0;1139.0;600.0
6525;83.0;502.5;841.0;153.5;214.0;-641.5;142.0;249.5;579.5;372.0
6526;104.0;429.5;416.5;476.5;285.0;-402.5;-484.0;256.5;457.0;579.0
6527;112.0;348.5;170.0;405.5;649.0;-321.0;-302.0;284.0;546.0;456.5
6528;-156.0;-96.5;-186.0;165.0;340.0;-456.5;0.0;-163.0;363.0;363.0
6529;-571.0;-900.5;-891.5;-33.5;-357.5;-640.0;-583.5;-460.0;266.5;367.0
6530;-573.0;-1087.5;-1128.5;-340.0;-589.5;-640.0;-830.0;-525.5;-303.5;82.0
6531;-572.0;-1283.5;-1128.0;-1180.0;-983.5;-640.0;-1121.0;-615.5;-557.0;73.5
6532;-572.5;-1284.0;-1125.5;-1287.0;-1197.5;-640.0;-1120.5;-745.5;-661.0;94.5
6533;-573.0;-1074.0;-1126.0;-1286.0;-1284.0;-640.0;-84.5;-694.5;-462.0;97.0
6534;-138.0;-217.5;-485.0;-925.0;-1157.0;89.5;878.0;-38.5;593.5;236.0
6535;494.0;821.5;899.5;-201.0;-667.5;516.0;1376.0;296.0;1211.0;376.0
6536;739.5;722.5;743.5;-145.0;-648.0;462.5;1425.0;556.0;1344.0;393.5
6537;756.5;509.5;374.0;-241.0;-899.5;430.5;1336.0;284.5;832.5;71.0
6538;555.0;319.5;280.5;-430.5;-968.0;661.5;886.0;136.5;274.0;-278.5
6539;683.0;142.0;271.0;-242.0;-1118.0;631.0;159.5;169.5;235.5;-546.0
6540;657.0;160.5;212.0;-628.5;-1123.5;554.0;232.5;178.5;181.5;-599.0
6541;610.0;82.0;204.5;-9.0;-966.5;634.5;313.0;110.5;199.5;-642.0
6542;581.5;117.5;298.5;-737.0;-1103.0;431.5;364.5;99.0;-160.0;-641.5
6543;528.5;137.0;378.0;-228.5;-1279.5;504.0;359.5;127.5;-645.0;-345.0
6544;475.0;114.5;479.0;-142.0;-1280.0;417.0;406.0;141.0;-240.0;-396.5
6545;401.5;415.5;640.5;401.5;-1237.0;555.0;483.0;260.5;-211.0;-207.5
6546;397.0;880.0;365.5;540.0;-223.0;552.5;587.5;424.5;48.0;126.0
6547;542.5;1065.5;649.5;832.5;360.0;785.5;1194.5;565.5;537.0;531.5
6548;797.0;1071.0;995.0;584.5;567.5;549.5;1255.0;506.5;608.0;318.5
6549;276.5;450.0;425.0;314.0;409.0;108.5;628.5;144.0;-51.5;420.5
6550;107.5;584.0;549.5;482.5;809.0;-135.0;628.0;458.5;-163.0;623.5
6551;130.0;867.0;408.5;452.0;202.5;-335.0;433.5;178.0;-537.5;495.0
6552;-390.5;208.0;-183.0;-40.0;34.0;-77.0;-51.0;-378.5;-791.5;311.0
6553;-573.0;-487.0;-819.5;-884.0;-799.0;-762.0;-870.0;-647.5;-1219.0;331.0
6554;-450.0;-733.5;-1109.5;-1284.0;-1191.0;-798.5;-1097.0;-635.5;-1197.0;-214.5
6555;-478.0;-968.0;-1127.5;-1283.0;-1280.0;-800.0;-1126.0;-677.5;-1178.0;-544.5
6556;-574.0;-967.0;-1127.0;-1283.0;-1200.5;-797.0;-1124.0;-670.5;-1285.5;-519.0
6557;-574.0;-968.0;-1126.0;-1283.0;0.0;-800.0;-741.5;-696.0;-1286.0;-518.0
6558;-168.5;-339.0;-144.0;-1284.0;0.0;-670.5;258.0;-214.0;-912.0;-535.0
6559;526.0;613.0;463.0;-1283.0;0.0;171.5;341.0;213.5;-808.0;-547.0
6560;627.5;856.0;305.5;-1282.5;0.0;461.0;385.5;226.5;-808.0;-540.5
6561;713.0;823.5;243.0;-1282.5;0.0;1028.0;559.5;225.0;-391.0;-555.0
6562;694.0;805.5;192.5;-1282.0;0.0;734.0;310.5;224.0;-162.0;-641.5
6563;645.5;596.5;180.0;-1282.0;0.0;313.5;341.0;209.0;-413.0;-642.0
6564;543.5;176.0;167.5;-990.0;0.0;367.5;223.5;274.5;-605.5;-641.5
6565;636.5;135.0;208.5;-1002.5;0.0;410.0;0.0;-216.0;-1122.5;-594.5
6566;375.5;124.0;225.0;-1277.5;0.0;329.0;-392.5;-663.5;-1286.5;-590.5
6567;294.0;-160.5;197.0;-1278.5;0.0;272.5;-485.0;-660.5;-1285.5;-640.0
6568;362.0;-668.5;165.5;-1212.5;0.0;364.5;-252.5;-503.0;-1155.5;-531.0
6569;257.5;-404.0;265.5;-644.0;0.0;313.5;317.5;215.5;-1151.0;-639.5
6570;709.0;414.0;254.5;-643.0;0.0;310.5;591.5;394.5;251.5;-641.0
6571;710.5;902.5;302.0;-255.5;0.0;600.5;1091.5;653.5;879.0;-641.0
6572;676.5;746.5;462.5;122.5;0.0;758.0;1050.0;320.0;533.0;-641.5
6573;366.5;471.5;266.5;232.5;0.0;167.5;277.0;135.5;358.5;-641.0
6574;161.5;544.0;538.0;206.5;0.0;0.0;-42.0;165.0;43.5;-639.0
6575;145.5;463.5;434.5;147.5;0.0;0.0;-527.5;186.0;-262.5;-639.0
6576;-59.0;-288.5;27.0;-107.0;-464.0;-540.0;-862.0;-157.0;-495.0;-638.5
6577;-413.5;-594.5;-487.0;-643.5;-962.5;-801.0;-1125.5;-677.0;-735.5;-638.0
6578;-160.0;-647.0;-665.0;-849.0;-1180.0;-800.0;-965.5;-806.5;-834.0;-638.0
6579;-248.5;-948.0;-1112.0;-1276.5;-1279.0;-800.0;-1034.5;-807.0;-1157.5;-638.0
6580;-414.0;-1145.5;-1127.0;-1275.0;-1278.0;-800.0;-1121.5;-806.5;-1159.5;-638.0
6581;-558.0;-467.0;-1127.0;-1027.5;-1277.5;-800.0;-1123.0;-632.5;-1148.0;-638.0
6582;-453.5;110.0;-1127.0;189.0;-865.0;-630.5;-581.5;-85.5;-1105.5;-637.0
6583;420.5;865.0;-756.0;134.0;110.0;130.0;332.0;0.5;-1070.5;-638.0
6584;611.0;1179.5;-576.0;69.5;509.0;527.5;638.0;0.0;-1090.5;-638.5
6585;655.0;1264.0;130.0;324.5;535.5;447.5;762.5;-78.0;-1111.0;-560.0
6586;752.5;1124.5;441.5;669.5;538.0;303.5;666.5;-295.5;-1056.0;-82.0
6587;695.5;901.0;315.0;859.5;325.0;169.0;413.0;-536.5;-625.0;0.0
6588;570.5;936.0;219.5;165.0;459.5;166.0;385.5;-703.0;-387.5;0.0
6589;465.5;620.5;-318.0;515.5;496.5;0.0;329.0;-804.0;-695.5;0.0
6590;393.5;525.5;-989.0;188.5;484.5;-276.5;346.5;-761.5;-1023.0;0.0
6591;394.5;280.0;-1129.5;377.0;624.5;-554.5;432.5;-696.0;-720.5;0.0
6592;502.0;109.5;-1127.5;164.0;678.0;-793.0;608.5;-663.0;-227.5;0.0
6593;662.5;139.5;-1041.5;157.0;847.5;-220.5;572.0;-740.0;336.0;0.0
6594;868.0;188.0;-242.5;625.5;1097.0;367.0;586.5;-751.5;553.5;0.0
6595;755.0;435.0;0.0;1105.0;1300.5;799.0;810.5;-684.5;1041.0;0.0
6596;673.0;776.5;0.0;1129.0;482.0;786.5;688.5;-629.0;1226.0;0.0
6597;209.5;328.5;279.0;503.5;423.0;246.5;367.0;-323.0;844.0;0.0
6598;413.5;312.0;444.0;373.0;385.0;305.0;586.0;-698.0;692.5;0.0
6599;248.0;344.0;153.5;170.0;114.0;180.0;181.5;-677.5;368.5;0.0
6600;-160.0;28.5;-671.0;-338.0;110.5;-276.0;-441.5;-701.0;-215.0;0.0
6601;-559.0;-507.0;-1089.0;-1053.5;173.0;-792.5;-879.0;-680.5;-1009.5;0.0
6602;-575.5;-832.5;-1126.0;-1263.5;-497.5;-801.5;-1038.0;-802.0;-1029.0;0.0
6603;-575.5;-1191.5;-1126.0;-1278.0;-1227.0;-800.0;-1126.5;-802.5;-1192.5;0.0
6604;-576.0;-1288.5;-1124.5;-1276.0;-1055.5;-800.5;-1125.5;-802.5;-1199.0;0.0
6605;-576.5;-1287.5;-1124.5;-1274.5;-966.0;-801.0;-1125.5;-802.0;-673.0;0.0
6606;-258.5;-1216.5;-1125.5;-572.0;-174.0;-415.5;-1029.0;-802.0;672.0;0.0
6607;246.0;-684.5;-1123.0;457.0;869.5;156.0;-96.0;-761.5;680.5;0.0
6608;200.5;-349.0;-1123.0;573.5;780.5;182.0;381.5;-802.0;1030.0;0.0
6609;246.5;433.5;-976.5;240.5;696.0;216.5;410.0;-698.5;825.0;0.0
6610;194.5;557.5;-965.5;696.0;401.5;247.0;343.5;-644.5;350.0;0.0
6611;368.5;542.5;-968.0;442.5;53.0;155.5;351.5;-306.0;307.5;0.0
6612;377.5;702.5;-528.0;161.0;89.0;209.5;443.0;-71.5;246.5;0.0
6613;240.5;164.0;-15.5;105.5;173.0;-54.0;440.0;-399.0;229.5;0.0
6614;233.0;-345.5;-586.5;1010.5;146.0;-645.0;281.5;-727.5;223.5;0.0
6615;249.5;-579.5;-1085.5;177.5;25.0;-801.0;148.5;-694.0;116.5;0.0
6616;248.5;-487.0;-1122.5;142.0;0.0;-627.0;203.0;-702.5;274.5;0.0
6617;199.0;-487.0;-1120.5;256.5;259.0;236.0;219.5;-688.5;256.0;0.0
6618;265.0;-32.5;-969.5;590.0;317.5;562.0;498.5;-204.0;284.0;0.0
6619;713.5;439.0;-234.5;904.5;868.0;829.0;611.5;-412.0;414.0;0.0
6620;953.5;827.0;328.5;1238.0;917.5;701.5;743.0;-483.0;1149.5;0.0
6621;257.0;305.0;510.5;674.0;469.0;313.5;124.5;-634.0;329.5;0.0
6622;148.5;458.0;433.0;711.5;660.5;0.0;304.0;-714.0;282.0;0.0
6623;110.0;588.0;381.0;458.0;613.5;-381.0;283.0;-690.5;289.5;0.0
6624;-188.5;-72.5;-219.5;252.5;24.0;-625.5;-118.5;-717.5;-217.0;0.0
6625;-773.0;-608.5;-625.5;-499.5;-502.0;-801.0;-765.5;-641.0;-469.5;0.0
6626;-840.5;-911.0;-832.0;-1121.0;-992.5;-800.5;-966.0;-746.0;-830.0;0.0
6627;-958.5;-1265.0;-1120.0;-1282.0;-1125.5;-800.0;-1021.5;-800.0;-1193.0;0.0
6628;-1057.0;-1284.5;-1120.5;-1282.0;-1120.0;-800.0;-1127.0;-764.0;-1195.0;0.0
6629;-757.0;-1284.5;-1120.0;-1131.5;-981.5;-799.5;-1127.0;-724.5;-356.5;0.0
6630;-1021.5;-1284.5;-410.0;198.5;265.0;60.0;-1126.5;179.0;415.5;0.0
6631;-1055.0;-1284.5;1036.5;1056.5;850.5;341.5;-1069.0;1006.5;929.0;0.0
6632;-1055.0;-1284.5;964.5;74.5;788.0;392.0;-968.0;1062.5;1300.0;0.0
6633;-577.5;-1079.5;969.0;204.0;763.5;857.5;-487.5;771.0;1241.5;0.0
6634;-202.0;-500.5;855.5;443.0;429.0;899.0;86.0;378.5;783.0;0.0
6635;79.0;-908.5;604.5;1069.0;226.5;495.0;104.0;289.0;520.5;0.0
6636;483.0;-816.0;425.0;1000.0;198.0;387.0;572.0;237.5;186.0;0.0
6637;387.5;-1058.5;25.0;661.0;170.5;612.0;94.5;66.0;165.5;0.0
6638;-135.0;-1284.0;0.0;427.0;224.5;648.0;-1042.5;-483.0;231.0;0.0
6639;-720.0;-1284.0;0.0;337.5;342.5;359.5;-1127.0;-612.5;173.0;0.0
6640;-1016.5;-1283.0;0.5;211.0;368.0;220.0;-1045.0;-279.0;202.5;0.0
6641;-1054.0;-1136.0;0.0;110.5;437.5;426.0;-134.0;271.5;193.0;0.0
6642;-419.0;-401.0;324.5;600.5;381.0;579.5;636.5;636.5;373.5;0.0
6643;626.0;509.0;800.5;1251.0;606.0;910.5;1199.5;921.0;1144.0;0.0
6644;1058.0;684.0;1099.5;1208.0;567.0;468.0;311.5;481.5;1042.5;0.0
6645;79.5;157.5;448.5;594.0;143.5;223.5;-683.5;130.5;666.5;0.0
6646;536.5;179.0;471.0;234.5;0.0;0.0;-850.5;0.0;615.5;0.0
6647;819.0;64.5;405.0;253.0;0.0;0.0;-485.5;-340.0;133.5;0.0
6648;-32.0;-395.0;-300.0;59.5;-343.0;-95.0;-902.0;-627.0;-426.5;0.0
6649;-829.5;-965.0;-485.0;-731.5;-1187.5;-323.0;-1123.5;-801.0;-528.5;0.0
6650;-328.5;-1120.5;-793.0;-815.5;-1284.5;-700.0;-1124.0;-801.0;-771.0;0.0
6651;-1036.5;-1281.5;-964.0;-1126.0;-1284.0;-802.0;-1122.0;-800.5;-1023.0;0.0
6652;-1055.0;-1281.0;-963.0;-1266.5;-1283.5;-802.0;-1121.0;-798.0;-1285.0;0.0
6653;-1054.5;-1281.0;-963.5;-1143.0;-1283.5;-802.0;-1122.0;-720.0;-1143.0;0.0
6654;-1054.5;-1077.0;-703.5;-797.5;-406.0;-801.5;-1121.5;-202.5;-153.0;0.0
6655;-1055.0;-130.5;484.5;-279.5;457.0;-802.0;-1120.5;499.5;253.5;0.0
6656;-1053.5;594.0;963.0;68.0;345.0;-690.5;-1120.5;544.0;275.5;0.0
6657;-1053.5;775.5;1039.0;268.0;411.0;-19.0;-944.5;282.5;345.0;0.0
6658;-863.0;750.0;947.0;557.0;485.5;435.0;-883.0;303.5;669.0;0.0
6659;-576.0;780.5;526.5;631.5;575.5;442.0;-1121.0;278.0;33.0;0.0
6660;-36.0;644.5;179.0;369.0;358.5;719.0;-1120.0;233.0;-765.0;0.0
6661;-463.5;602.5;64.5;342.5;226.0;150.5;-1121.0;11.0;-1110.0;0.0
6662;-1015.0;658.5;-58.0;302.5;835.5;-419.0;-1120.5;-455.5;-986.0;0.0
6663;-1052.0;457.5;-161.0;-149.0;590.0;-644.0;-1120.0;-78.5;-870.5;0.0
6664;-1051.5;325.5;-48.5;-153.5;478.0;-644.0;-1089.5;-271.0;-685.0;0.0
6665;-976.5;312.0;413.0;500.0;507.5;125.0;-924.5;-481.5;-410.0;0.0
6666;-552.0;474.0;729.0;448.5;512.5;497.5;-528.0;-166.5;96.0;0.0
6667;42.5;606.5;838.5;1560.0;667.5;857.0;-67.0;172.0;269.0;0.0
6668;885.0;349.5;878.5;1014.0;469.5;510.5;207.0;487.0;623.0;13.0
6669;169.0;190.5;560.5;178.5;392.5;183.0;-86.5;72.0;311.0;43.5
6670;393.5;468.0;484.0;319.5;246.5;108.0;-642.0;0.0;95.0;50.0
6671;1062.0;378.0;307.0;600.0;53.0;52.0;-642.0;-173.0;-323.0;16.5
6672;45.0;-435.5;-368.5;245.0;-455.0;-448.0;-679.5;-731.5;-353.5;0.0
6673;-911.5;-1216.0;-484.0;-457.0;-807.5;-802.0;-959.5;-801.0;-708.5;0.0
6674;-1049.5;-1284.0;-705.0;-778.0;-941.5;-801.5;-959.0;-801.0;-1116.0;0.0
6675;-1050.0;-1284.0;-963.0;-946.0;-1192.0;-801.5;-1027.5;-800.5;-1184.5;0.0
6676;-1049.5;-1283.0;-963.0;-1284.0;-1216.0;-801.5;-1114.0;-801.0;-1279.0;0.0
6677;-1049.0;-1281.0;-963.5;-1285.0;-967.5;-802.0;-1000.0;-623.0;-501.5;0.0
